7
-0.6208184,0.8149538,-0.7846477,1.963052
-0.6360904,0.863084,-0.791381,2.304357
-0.6551028,0.8314387,-0.9182156,2.748197
-0.6676291,0.8430212,-0.6752621,3.063744
-0.6468912,0.831625,-0.702873,3.480612
-0.6382917,0.8517559,-0.7588446,3.886377
-0.6279075,0.8378373,-0.7928312,4.225145
2
-0.6289877,0.8416353,-0.7918217,4.69151
-0.6293909,0.8417577,-0.7972324,5.122668
13
-0.6493557,0.8315587,-0.7669219,1.96852
-0.6495751,0.8320668,-0.7674782,2.30968
-0.6490399,0.8309031,-0.7668014,2.660538
-0.6490015,0.8309438,-0.7657632,3.092844
-0.6664029,0.8506564,-0.7348945,3.50409
-0.6734818,0.8567241,-0.725528,3.856341
-0.6535082,0.8410704,-0.8117176,4.295651
-0.6694465,0.8205426,-0.90385,4.646968
-0.6482948,0.8456315,-0.7873977,5.08844
-0.6702546,0.8439031,-0.6830225,5.579015
-0.6420746,0.8362566,-0.7579464,5.988
-0.6411566,0.8340653,-0.7710502,6.388249
-0.6420106,0.8356055,-0.7752569,6.754283
