7
24.84623,82.23443,5.333294,1.963052
24.75138,82.85121,4.347687,2.304357
25.10302,86.46979,3.695904,2.748197
24.64877,87.96075,4.457803,3.063744
21.6285,81.16761,3.456432,3.480612
26.49409,80.68578,347.2392,3.886377
28.04241,81.60491,2.877146,4.225145
9
24.84623,82.23443,5.333294,1.963052
24.75138,82.85121,4.347687,2.304357
25.10302,86.46979,3.695904,2.748197
24.64877,87.96075,4.457803,3.063744
21.6285,81.16761,3.456432,3.480612
26.49409,80.68578,347.2392,3.886377
28.04241,81.60491,2.877146,4.225145
28.43049,82.24026,4.295061,4.69151
27.81709,82.16181,4.139852,5.122668
13
6.857391,79.48615,1.413169,1.96852
8.123439,79.41217,1.412012,2.30968
15.06056,78.73894,2.034195,2.660538
8.891593,76.65654,1.754554,3.092844
7.999109,77.50539,1.616927,3.50409
19.02691,82.47052,356.9429,3.856341
20.07035,73.08357,341.0021,4.295651
13.99753,74.85783,341.59,4.646968
11.06935,82.7949,14.96668,5.08844
20.02163,83.26694,23.83235,5.579015
23.74098,79.91056,11.54286,5.988
23.85275,79.66509,6.660989,6.388249
23.85378,81.15183,7.311028,6.754283
