7
5.136393,41.29119,34.40133,1.963052
355.3159,68.82661,10.40909,2.304357
0.6785972,92.84356,3.820089,2.748197
344.653,93.81224,8.354477,3.063744
305.3919,56.75467,43.20003,3.480612
328.4262,89.07563,12.28639,3.886377
341.3203,35.09383,29.29091,4.225145
9
5.136393,41.29119,34.40133,1.963052
355.3159,68.82661,10.40909,2.304357
0.6785972,92.84356,3.820089,2.748197
344.653,93.81224,8.354477,3.063744
305.3919,56.75467,43.20003,3.480612
328.4262,89.07563,12.28639,3.886377
341.3203,35.09383,29.29091,4.225145
358.4807,32.80032,18.32085,4.69151
355.8991,30.09827,7.85392,5.122668
13
342.0012,63.74541,23.50667,1.96852
341.6098,64.2693,23.81612,2.30968
340.5512,60.02152,24.82066,2.660538
339.1075,57.14008,24.94074,3.092844
337.1495,63.92365,24.01839,3.50409
328.2519,103.2524,353.4705,3.856341
329.9149,108.9737,345.5017,4.295651
330.328,115.4764,339.0128,4.646968
328.9156,87.47969,10.71611,5.08844
352.1321,59.08003,31.18061,5.579015
335.8601,47.02806,21.35027,5.988
344.5647,35.26713,12.3076,6.388249
353.4836,37.10976,11.09049,6.754283
